3,ivan schranz,slovakia,0,4
3,georges mikautadze,georgia,1,4
3,jamal musiala,germany,0,5
3,dani olmo,spain,2,3
3,cody gakpo,netherlands,1,6
3,harry kane,england,0,7
2,niclas fullkrug,germany,0,0
2,donyell malen,netherlands,0,2
2,merih demiral,turkiye,0,2
2,breel embolo,switzerland,0,3
